"","area_rural","area_suburban","area_urban","marital_divorced","marital_married","marital_never_married","marital_separated","marital_widowed","gender_female","gender_male","gender_nonbinary","techie_no","techie_yes","contract_month_to_month","contract_one_year","contract_two_year","port_modem_no","port_modem_yes","tablet_no","tablet_yes","internet_service_dsl","internet_service_fiber_optic","internet_service_none","phone_no","phone_yes","multiple_no","multiple_yes","online_security_no","online_security_yes","online_backup_no","online_backup_yes","device_protection_no","device_protection_yes","tech_support_no","tech_support_yes","streaming_tv_no","streaming_tv_yes","streaming_movies_no","streaming_movies_yes","paperless_billing_no","paperless_billing_yes","payment_method_bank_transfer_automatic","payment_method_credit_card_automatic","payment_method_electronic_check","payment_method_mailed_check","zip","children","age","income","outage_sec_perweek","email","contacts","yearly_equip_failure","tenure","monthly_charge","bandwidth_gb_year","item1","item2","item3","item4","item5","item6","item7","item8","churn"
"2668",1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0.0331822431806171,0,0.0704225352112676,0.120408553189965,0.485568421952666,0.277777777777778,0.333333333333333,0.5,0.0953397219512767,0.214096994113551,0.104660670501614,0.6,0.4,0.6,0.4,0.6,0.4,0.8,0.6,"No"
"2669",0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.665027033619253,0.5,0.366197183098592,0.264297004692002,0.267487640717473,0.444444444444444,0.666666666666667,0,0.132586594145413,0.17836836009005,0.202642389620626,0.8,0.6,0.6,0.8,0.6,0.8,0.6,0.8,"No"
"2670",0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0.628856864100167,0.25,0.464788732394366,0.164531754352871,0.572145578675563,0.555555555555556,0.666666666666667,0.5,0.120527788082222,0.130847540244956,0.136055637714575,0.4,0.2,0.4,0.2,0.4,0.4,0.8,0.6,"No"
"2671",0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0.161307370218302,0.5,0.408450704225352,0.283446085887182,0.308033395278934,0.722222222222222,0,0,0.0628133778184847,0.440245759143884,0.0938708052141722,0,0.4,0.4,0.4,1,0,0.2,0.2,"Yes"
"2672",0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0.31816333997317,0.75,0.619718309859155,0.325361348156637,0.210272597164478,0.333333333333333,0,0,0.0698872961072187,0.333039398570642,0.106579290837171,0.4,0.4,0.6,0.6,0.2,0.8,0.4,0.4,"No"
"2673",0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0.796140086995406,0.875,0.394366197183099,0.207562993207356,0.627443124823304,0.555555555555556,1,0,0.143143939018322,0.225905832204813,0.213541217276055,0.4,0.4,0.4,0.4,0.6,0.6,0.4,0,"No"
"2674",0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0.30059148745884,0.25,0.859154929577465,0.563523219420224,0.57936873769338,0.333333333333333,0,0,0.171290191465846,0.619113497012362,0.270886864914902,0.4,0.4,0.6,0.2,0.4,0.4,0.2,0.6,"Yes"
"2675",0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0.565429489003618,0.5,0.183098591549296,0.916039782196171,0.590828090283727,0.222222222222222,0.333333333333333,0,0.0738721863607516,0.487587686034815,0.136887665551293,0.6,0.4,0.4,0.6,0.2,0.8,0.4,0.4,"No"
"2676",1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0.96575064026993,0,0.788732394366197,0.204719605829502,0.319327163019866,0.5,0,0,0.0473649415974629,0.345089932461677,0.109858170051552,0.4,0.6,0.8,0.6,0.2,0.4,0.6,0.4,"No"
"2677",0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0.726086426277491,0.25,0,0.241801044871687,0.288021235070962,0.722222222222222,0,0,0.165955387664475,0.0595815354095837,0.162696968614352,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.4,"No"
"2678",0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0.623074108703606,0.375,0.52112676056338,0.344637292651478,0.510013421860611,0.222222222222222,0,0.5,0.082224772916584,0.285335879538319,0.150525376619048,0.6,0.4,0.6,0.2,0.8,0.2,0.2,0.6,"No"
"2679",1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0.408908898735721,0.375,0.802816901408451,0.370341058518588,0.459372751940003,0.5,0.666666666666667,0,0.00626973964737614,0.392431859352609,0.103034861271132,0.6,0.6,0.4,0.8,0.6,0.4,0.4,0.8,"Yes"
"2680",1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0.647719419488597,0.375,0.309859154929577,0.28704782309774,0.746280186055926,0.333333333333333,0.333333333333333,0,0.130828703469986,0.27375208497716,0.150257317826872,0.6,0.4,0.4,0.6,0.2,0.6,0.4,0.4,"No"
"2681",0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0.320094312776942,0,0.492957746478873,0.104158892684726,0.616256546729095,0.444444444444444,0.666666666666667,0,0.0326980624438827,0.332899995284553,0.0499743760255109,0.6,0.6,0.6,0.8,0.8,0.2,0.4,0.6,"Yes"
"2682",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0.0618825968535306,0.125,0.535211267605634,0.448311937852669,0.365663417506385,0.277777777777778,0,0,0.180366851500608,0.118941167431344,0.2115233299597,0.6,0.6,0.6,0.4,0.4,0.6,0.6,0.8,"No"
"2683",0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0.691288263750559,0.125,0.0563380281690141,0.206416614709852,0.388188378631783,0.333333333333333,1,0,0.0709127886772008,0.214014208544338,0.146392585716855,0.2,0.2,0.6,0.2,0.4,0.4,0.8,0.4,"No"
"2684",1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0.143654213585918,0.25,1,0.335554883012066,0.655109687538227,0.111111111111111,0.666666666666667,0,0.128259619493295,0.321200586393976,0.122051502826114,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.6,"No"
"2685",1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0.424234724988821,0.125,0.549295774647887,0.964765315428332,0.452943349763432,0.166666666666667,0.333333333333333,0,0.143320009799114,0.440073527097589,0.144660115718724,0.6,0.4,0.4,0.4,0.8,0.4,0.6,0.6,"No"
"2686",1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0.690302451319159,0.125,0.28169014084507,0.35634526320011,0.444121946803439,0.666666666666667,0,0.5,0.105710896623408,0.214096994113551,0.0988991628265347,0.4,0.6,0.4,0.6,0.6,0.8,0.6,0.6,"No"
"2687",0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0.326527501117932,0,0.394366197183099,0.105205979829786,0.768517237371529,0.5,0,0.5,0.00842128233166619,0.273595553642268,0.0910135069403826,0.4,0.6,0.6,0.6,0.6,0.6,0.4,0.6,"No"
"2688",1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0.173543639985365,0.375,0.0845070422535211,0.409266341209881,0.738822090826114,0.555555555555556,0,0,0.0175526088224476,0.785835545163122,0.176244945797631,0.4,0.2,0.4,0.6,0.2,0.6,0.4,0.6,"Yes"
"2689",1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0.0733363144843286,0.5,0.507042253521127,0.263901052124483,0.648144619503297,0.222222222222222,1,0,0.0152803097538592,0.714408726980658,0.10631309553424,0.6,0.8,0.8,0.8,0.4,0.6,0.6,0.4,"Yes"
"2690",1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0.32924102605797,0,0.71830985915493,0.779494767111243,0.564256578806924,0.611111111111111,0.333333333333333,0.5,0.139979594945929,0.726336985634406,0.181083607161338,0.4,0.6,0.4,0.4,0.6,0.4,0.6,0.6,"Yes"
"2691",0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0.0590064636773853,0,0.859154929577465,0.36615901671806,0.353943432555856,0.833333333333333,0.666666666666667,0,0.228892522113363,0.273595553642268,0.258688923999259,0.4,0.6,0.2,0.4,0.6,0.4,0.4,0.6,"No"
"2692",1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0.841873653400545,0.25,0.366197183098592,0.699790008492321,0.399139116913182,0.611111111111111,0.333333333333333,0.5,0.11753075350857,0.226041905036969,0.133103677502605,0.6,0.4,0.4,0.4,0.4,0.6,0.6,0.6,"Yes"
"2693",0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0.64097117769015,0,0.633802816901408,0.237989728519816,0.712913031697074,0.444444444444444,0.333333333333333,0,0.197738276446789,0.880991371845329,0.242140601907993,0.4,0.4,0.4,0.4,0.4,0,0.4,0.6,"Yes"
"2694",0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0.995325013211919,0.125,0.929577464788732,0.0638838782781812,0.418847610772142,0.5,0.333333333333333,0,0.0853737354455667,0.154515173236487,0.0600640472907858,0.2,0.4,0.2,0,0.6,0.2,0.6,0.4,"No"
"2695",0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0.917933655839668,0.625,0.816901408450704,0.146715748506001,0.556819379345967,0.5,0.333333333333333,0,0.0467922044760404,0.404460031624373,0.0890688501436677,0.2,0.4,0.2,0.6,0.8,0.2,0.4,0.4,"Yes"
"2696",0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0.548233668035286,0.5,0.690140845070423,0.998922996079366,0.59845674016744,0.277777777777778,0.333333333333333,0.5,0.116230182036341,0.451974190561599,0.166083790817028,0.4,0.4,0.6,0.8,0.6,0.4,0,0.8,"No"
"2697",1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0.420382942396032,0.125,0.154929577464789,0.128378948195707,0.2976216548839,0.888888888888889,0,0,0.0636912949028382,0.39239855481327,0.153944803922196,0.2,0,0.4,0.6,0.2,0.4,0.2,0.6,"No"
"2698",1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0.330948412537095,0.125,0.929577464788732,0.154266580948367,0.314771377133952,0.722222222222222,0.666666666666667,0,0.0151442140831383,0.880902401147381,0.0964254758272755,0.4,0.4,0.6,0.6,0.4,0.6,0.4,0.4,"Yes"
"2699",1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0.482123257042969,0.125,0.112676056338028,0.94824074401242,0.641857252079891,0.444444444444444,0.333333333333333,0,0.175274180236982,0.392453269413612,0.252991707110094,0,0,0.2,0.4,0.4,0,0,0.2,"Yes"
"2700",0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0.25440058538965,0.125,0.154929577464789,0.0401796041493112,0.281752899739729,0.277777777777778,1,0,0.0259459733711115,0.380625875936147,0.131344154790643,0.6,0.4,0.6,0.2,0.6,0.8,0.4,0.6,"Yes"
"2701",0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0.112220008943453,0.125,0.28169014084507,0.065599564929227,0.413055303645453,0.5,0.333333333333333,0,0.136896102576076,0.666738036708539,0.253970485956435,0.6,0.4,0.6,0,1,0,0,0.4,"Yes"
"2702",0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0.575643318834099,0.125,0.028169014084507,0.67960152148635,0.661354133922903,0.444444444444444,0.666666666666667,0,0.0165238342931116,0.34486155847764,0.129101354978483,0.6,0.4,0.4,0.4,0.4,0.4,0.2,0.6,"Yes"
"2703",0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0.036109191430546,0.125,0.183098591549296,0.253619060640738,0.544041899066208,0.611111111111111,0,0,0.130122730067323,0.392531772970625,0.17268661387561,0.4,0.4,0.4,0.8,0.4,0.2,0.4,0.6,"No"
"2704",0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0.0612524899386154,0.25,0.394366197183099,0.410426626965219,0.532077094769767,0.555555555555556,0.333333333333333,0,0.149987317269518,0.285487177302743,0.209404847436168,0.6,0.8,0.4,0.4,0.6,0.6,0.6,0.4,"No"
"2705",1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0.128572299686979,0.25,0.577464788732394,0.532034761999518,0.371238069786672,0.5,0.333333333333333,0,0.0281029672067748,0.738211005466945,0.174092978467458,0.4,0.2,0.4,0.6,0.2,0.4,0.4,0.8,"Yes"
"2706",0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0.584129436155941,0.875,0.0985915492957746,0.208944582245784,0.493779103711574,0.277777777777778,0,0.5,0.097352802573552,0.392620743668573,0.157689578436567,0.4,0.6,0.4,0.8,0.2,0.6,0.4,0.6,"Yes"
"2707",1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0.379131265498597,0.125,0.830985915492958,0.205842536043448,0.666013890377634,0.5,0,0.5,0.0635848495516027,0.690830064687074,0.1424388095228,0.4,0.8,0.6,0.4,0.6,0.6,0.8,0.2,"No"
"2708",0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0.756626285621367,0.375,0.394366197183099,0.387451837023433,0.306203095352363,0.555555555555556,0.333333333333333,0,0.069569692589995,0.40444290357557,0.181938592601851,0.4,0.6,0.8,0.8,0.2,0.6,0.6,0.2,"Yes"
"2709",0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0.668269035326639,0.125,0.0563380281690141,0.125456645215261,0.748373716195023,0.777777777777778,0.333333333333333,0,0.0317004594855781,0.773851144571632,0.123629534202198,1,0.6,0.6,0.8,0.6,0.8,0.6,0.4,"Yes"
"2710",0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0.473159478027562,0,0.183098591549296,0.302285164602503,0.875592804491167,0.5,0.333333333333333,0,0.0121588142666801,0.785829360034388,0.109527243167233,0.6,0.6,0.6,0.4,0.6,0.4,0.2,0.6,"Yes"
"2711",1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0.36453717630798,0,0.873239436619718,0.113884998135861,0.428597237669717,0.5,0.333333333333333,0,0.175525186742079,0.833284046579938,0.27603601200996,0.2,0.4,0.4,0.4,0.6,0,0.6,0,"Yes"
"2712",0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0.210100004065206,0.5,0.943661971830986,0.720371132963654,0.322879726100521,0.222222222222222,0,0.5,0.303417508500979,0.333105531870187,0.278457504832808,1,0.8,0.6,0,0.6,0.6,0.2,0.6,"No"
"2713",0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0.721736655961625,0.5,0.76056338028169,0.597560262695163,0.448781420882915,0.333333333333333,0.333333333333333,0,0.0673620185407885,0.428005865157752,0.10012871505985,0.4,0.6,0.8,0.4,0.6,0.4,0.4,0.6,"No"
"2714",1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0.726310012602138,0.125,0.0985915492957746,0.352385252388026,0.584488201062928,0.555555555555556,0.333333333333333,0.5,0.00169188526112339,0.428267543681128,0.0412266914665495,0.8,0.6,1,0.6,0.4,0.8,0.8,0.8,"No"
"2715",0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0.657740152038701,0.5,0.901408450704225,0.127762258338149,0.500743606995994,0.666666666666667,1,0,0.0780881096500085,0.333072227330848,0.104764746495208,0.4,0.6,0.6,0.4,0.2,0.4,0.6,0.4,"No"
"2716",1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0.268334078621082,0.375,1,0.20723754720281,0.451262539296752,0.611111111111111,0.333333333333333,0,0.0111866781861092,0.17836836009005,0.0763450550774531,0.4,0.4,0.4,0.8,0.2,0.6,0.8,1,"No"
"2717",0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0.525590471157364,0,0.661971830985915,0.274975191311716,0.427032935233169,0.333333333333333,0.666666666666667,0,0.0846222090104969,0.487609096095819,0.107750663793663,0.6,0.6,0.8,0.6,0.4,0.6,0.4,0.8,"No"
"2718",0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.257561282978983,0.125,0.295774647887324,0.359247352143007,0.29005783835869,0.611111111111111,0.333333333333333,0,0.120206944862632,0.833349704100349,0.258499762328095,0.6,0.6,0.2,0.4,0.4,0.6,0.4,0.4,"Yes"
"2719",1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0.159996341314688,0.5,0.746478873239437,0.832478185212817,0.598345484317048,0.555555555555556,1,0,0.106793774182265,0.535146092431449,0.130819392141105,0.2,0.2,0.4,0.4,0.6,0.4,0.6,0,"No"
"2720",0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0.960638643847311,0,0.704225352112676,0.0416980826500247,0.286858244346537,0.388888888888889,0.333333333333333,0,0.0869695001460402,0.452034614511542,0.167745567336127,0.2,0.2,0.2,0.6,0.2,0.2,0.4,0.8,"Yes"
"2721",1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0.464409122322046,0.375,0.732394366197183,0.472911532132679,0.704912775978043,0.666666666666667,0,0.5,0.0840418938026691,0.619335685867665,0.160143479885987,0.4,0.6,0.8,0.6,0.6,0.6,0.4,0.4,"Yes"
"2722",0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0.584535956746209,0.125,0.802816901408451,0.183848935484312,0.357978010196457,0.555555555555556,0,0,0.186742585758021,0.166460559939038,0.171274826832621,0.8,0.8,0.8,0.8,0.4,0.8,0.8,0.6,"No"
"2723",0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0.732722874913614,0,0.591549295774648,0.0950189943225237,0.369275109965395,0.5,1,0,0.0684894067930305,0.214014208544338,0.110445300513001,0.4,0.2,0.2,0.4,0.8,0.4,0.4,0.6,"No"
"2724",0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0.252764340013822,0.375,0.140845070422535,0.086673345923714,0.520840818630713,0.611111111111111,0.333333333333333,0.5,0.229874997070182,0.273523235213989,0.241578365289186,0.4,0.4,0.4,0.2,0.6,0.4,0.2,0.2,"No"
"2725",0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0.684407902760275,0,0.112676056338028,0.0802223996924879,0.232472487896549,0.833333333333333,0,0.5,0.0254028724835119,0.332965652804964,0.0613765891707179,0.4,0.6,0.6,0.6,0.4,0.6,0.2,0.6,"No"
"2726",0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0.139721126875076,0.875,0.71830985915493,0.213903085656661,0.332039188715562,0.611111111111111,0.666666666666667,0,0.264451777002102,0.678733855999232,0.313820293239283,0.8,0.8,0.6,0.6,0.6,0.8,0.8,0.6,"No"
"2727",0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0.843875767307614,0,0.647887323943662,0.360231694915515,0.501795172444874,0.333333333333333,0.333333333333333,0,0.0892704917090664,0.868923709905492,0.152224272854696,0.6,0.8,0.6,0.6,0.4,1,0.8,0.6,"Yes"
"2728",0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0.184428228789788,0.5,0.492957746478873,0.540184415090248,0.33989639313051,0.611111111111111,0.333333333333333,0.5,0.0113815110693024,0.332954709884895,0.0480940426699287,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"Yes"
"2729",0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0.23898329200374,0.5,0.901408450704225,0.229549235856824,0.536976305440569,0.611111111111111,0,0.5,0.281028348015477,0.571664995595546,0.368159740733839,0.4,0.4,0.4,0.2,0.6,0.6,0.4,0.2,"Yes"
"2730",0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0.773161510630513,0.375,0.0563380281690141,0.508888233594712,0.576103350246858,0.555555555555556,0.333333333333333,0,0.24601603940019,0.249722859844236,0.317917036035835,0.6,0.6,0.6,0.6,0.8,0.6,0.2,0.6,"Yes"
"2731",0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0.236473027358836,0.375,0.295774647887324,0.257711352114546,0.466161956666242,0.444444444444444,1,0,0.00797349912195614,0.380491706220525,0.0490503434744185,0.6,0.4,0.6,0.6,0.4,0.8,0.8,0.4,"No"
"2732",0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0.994207081588682,0.375,0.690140845070423,0.0384102290145341,0.974870296574212,0.333333333333333,0,0,0.228821530374548,0.512305363573785,0.268381808858739,0.2,0.2,0,0.6,0.2,0.4,0.2,0.2,"Yes"
